TITLE,"Catullus, Carmina",LOCALDEF
CAPVT,"10_11, 15_16, 17_9, 45_10, 54_1, 63_23, 64_255, 66_40, 68_120, 68_124, 88_8, 116_4",head
CARBASVS/1,64_227,"sail, canvas"
CAREO,"61_71, 63_57","lack, be free of"
CARINA,"64_10, 64_249","keel, hull; by metonymy, ship"
CARMEN/1,"61_13, 64_24, 64_116, 64_321, 64_322, 64_383, 65_12, 65_16, 68_7, 68_149, 90_5, 116_2","song, poem; incantation"
CARNIFEX,97_12,executioner; scoundrel
CARPATINVS,98_4,made of hide
CARPO,"62_36, 62_37, 62_43, 64_310, 68_35","pluck, pull at; press on along (a way, journey, period of time, etc.); carp at, criticize"
CARVS,"2_6, 62_45, 62_47, 62_58, 64_81, 64_220, 64_324, 64_380, 66_22, 66_32, 68_119, 68_159, 82_2, 82_3, 82_4, 104_2, 107_3",dear
CASTOR/N,"4_27, 4_27, 68_65","son of Leda and Tyndareus, twin brother of Pollux; one of a twin constellation used in navigation; patron (with his brother Pollux) of seafarers and ships"
CASTVS/2,"15_4, 16_5, 62_23, 62_46, 64_87, 64_384, 65_20, 66_56, 66_83","free from vice, pure, chaste"
CASVS,"23_11, 28_12, 60_4, 64_216, 68_1, 68_105","fall; accident, chance, fortune, situation, plight"
CATAGRAPHVS,25_7,"a piece of embroidery, an embroidered cloth"
CATENA,64_296,"chain, fetter"
CATERVA,64_396,"company, squadron, mass"
CATO/N,"56_1, 56_3",Roman cognomen
CATVLLVS/N,"6_1, 7_10, 8_1, 8_12, 8_19, 10_25, 11_1, 13_7, 14_13, 38_1, 44_3, 46_4, 49_4, 51_13, 52_1, 52_4, 56_3, 58_2, 68_27, 68_135, 72_1, 76_5, 79_2, 79_3, 82_1",cognomen of Gaius Valerius Catullus
CATVLVS,42_9,"puppy, young dog"
CAVDA,63_81,tail
CAVEO,"50_18, 50_19, 50_21, 61_152",beware
CAVSA,91_8,"reason, cause; case"
CAVVS/2,"17_4, 63_10, 63_29, 64_259, 95_5",hollow; deep
CECROPIA/N,"64_79, 64_83","Athens, the city of Cecrops, first king of Attica."
CECROPIVS/A,64_172,Athenian
CEDO/1,"63_19, 64_53, 64_249, 66_4, 66_39, 66_47, 66_63","go; go away, depart"
CELEBRO,"64_259, 64_287, 64_302","throng, fill, crowd; perform, celebrate"
CELER,"4_2, 63_1, 64_53, 64_341",swift
CELERO,63_26,hurry
CELO,64_175,conceal
CELTIBER/N,39_17,of or from Celtiberia
CELTIBERIA/N,"37_18, 39_17","Celtiberia, district in the northeastern part of central Spain, so–called because its natives were a mixture of Celts and Iberians"
CENA,"13_4, 44_9, 59_3","dinner (the principal Roman meal, normally eaten in the evening)"
CENO,"13_1, 13_7",dine
CENTVM,"5_7, 5_8, 5_9, 23_27, 37_7, 64_389","indecl. adj., a hundred"
CERES/N,63_36,"Italo–Roman goddess of growth, commonly identified with Gk. Demeter, goddess of grain; by metonymy, food"
CERNO,"62_6, 64_57, 64_150, 64_236","sift; distinguish; decide, determine; make out, perceive"
CERTAMEN,"64_340, 64_394",contest
CERTATIM,64_392,with eager rivalry
CERTE,"10_14, 30_7, 62_8, 64_149, 65_11, 66_25, 80_5, 80_7, 94_1, 96_5","certainly, surely"
CERTVS,"66_4, 68_113","fixed, definite, sure, unerring"
CERVA,"63_72, 64_341","hind, doe"
CERVIX,63_83,the neck
CESSO,"68_56, 99_12","hold back, desist"
CETERVS,"115_2, 37_5, 108_6, 117_4","the rest of, the other; (as pron.) the rest"
CEV/1,64_239,"part. introducing similes: in the same way as, as, like"
CHALYBES/N,66_48,a triber of miners and ironwrokers on the SE shore of the Black sea
CHARTA,"1_6, 22_6, 36_1, 36_20, 68_46",a sheet or roll of papyrus
CHARYBDIS/N,64_156,a whirlpool of the Sicilian side of the Straight of Messina opposite Scylla that devours men and ships
CHIRON/N,64_279,"Chiron, centaur of Mt. Pelion, tutor of Achilles, famous for his medical skill"
CHOREA,64_287,a circle dance; choral dancers
CHORVS,63_30,"a singing and dancing performance; a singing and dancing group, chorus, troupe"
CIBVS,50_9,food
CIEO,"64_131, 64_262, 68_88","move, set in motion; rouse, raise, produce"
CIEROS/N,64_35,"Cieros, old town in SW Thessaly"
CIMEX,23_2,bedbug
CINAEDVS/2,"57_1, 57_10, 10_24, 16_2, 25_1, 29_5, 29_9, 33_2","a catamite or passive homosexual, one who submits to anal intercourse; an effeminate male"
CINERARIVS/1,61_138,hairdresser
CINGO,"61_6, 64_185, 64_286",surround; crown
CINIS,"68_90, 68_98, 101_4",ash; burned–out funeral pyre
CINNA/N,"10_30, 95_1, 113_1","a family name, e.g., C. Helvius Cinna, Catullus' friend"
CIRCVM/2,64_292,"pre. w/ acc., around"
CIRCVMCVRSO,68_133,run around
CIRCVMDO,64_377,"ring, circle, enclose"
CIRCVMSILIO,3_9,spring or leap around
CIRCVMSISTO,42_10,"gather or crowd around, surround"
CIRCVS,55_4,"a circle; a circular or oval arena where public games are held, esp. the Circus Maximus in Rome"
CISTA,64_259,wicker box for sacred objects in mystery cults
CITATVS,"63_2, 63_8, 63_18, 63_26","hurried, rapid"
CITO/1,61_42,"set in motion, rouse; call, summon"
CITVS,"58_b_4, 63_30, 63_42, 63_74, 64_6","moving quickly, rapid, swift"
CLAM/1,21_5,"secretly, on they sky"
CLAMO,"6_7, 67_14, 80_7","shout, cry out"
CLARISONVS,"64_125, 64_320","clear–sounding, loud, shrill"
CLARVS,"66_9, 46_6, 61_89, 64_348, 64_408, 66_44",loud; bright; clear; famous
CLASSIS,"64_53, 64_212, 66_46",any designated group or class; fleet
CLAVDO/1,"55_18, 61_231, 68_67","close, shut"
CLAVSTRVM,61_76,the bolt or ar that secures a door
CLEMENS,64_272,"gentle, mild, lenient"
CLEMENTIA,64_137,"mercy, pity, clemency"
CLIENS,14_6,a person attached to a patronus for legal and other protection in a semi–feudal relationship
CNIDVS/N,36_13,"Cnidus, town on the coast of Caria, in SW Asia Minor, where Venus/Aphrodite was worshipped"
COACERVO,64_363,pile up
CODICILLVS,"42_11, 42_12, 42_19, 42_20, 42_24","pl., a set of writing tablets"
COEO/1,64_37,"come together, meet"
COEPIO,"64_268, 64_306, 68_88, 95_2",begin
COETVS,"46_9, 64_33, 64_385, 64_407, 66_37","meeting; band, company, group, crowd"
COGITATIO,35_5,a thought
COGITO,76_2,think
COGNATVS/2,"68_98, 89_4","related; as m. or f. subst., a relative"
COGNITVS/2,"4_14, 61_147, 61_187",known; sexually intimate
COGNOSCO,"66_26, 67_31, 72_5, 91_3",get to know; know
COGO,"64_76, 64_197, 64_216, 68_81, 72_8","round up, collect; compel"
COHORS,"10_10, 10_13, 28_1, 63_25","retinue, staff, entourage"
COLCHI/N,64_5,"Colchis, the country of King Aeëtes, his daughter Medea, and the Golden Fleece, located at the eastern end of the Black Sea south of the Caucasus Mts."
COLLIGO/3,14_19,gather
COLLIS,"61_1, 64_233","hill, mountain"
COLLOCO,"10_23, 61_188, 66_56","set, place; set out, arrange on a marriage bed"
COLLVCEO,64_45,shine
COLLVM,"9_8, 10_23, 35_9, 64_38, 64_332, 64_377, 68_81",neck
COLO/2,"62_53, 62_55, 36_14, 61_17, 61_48, 63_70, 64_38, 66_83, 117_3",inhabit; till; look after
COLONIA/1,"17_1, 17_7",a colony; name of a town in poem 17
COLOR,64_90,color
COLORO,11_7,to color or stain
COLVMBVS,"29_8, 68_125",a male or cock pigeon
COLVMEN,"63_71, 64_26","roof, summit, peak; a key person, top man"
COLVS,64_311,"distaff, a short staff for holding wool that is being spun into thread"
COMA,"4_12, 61_78, 61_99, 66_51, 66_93","hair, lock of hair; foliage"
COMEDO/2,"23_4, 29_14",eat up; squander
COMES,"11_1, 28_1, 46_9, 63_11, 63_15, 63_27","companion, friend, comrade (often in an inferior capacity or of humbler rank)"
COMINIVS/N,108_1,Roman nomen gentile in poem 108
COMITATVS/1,63_32,"attended, accompanied"
COMMEMORO,64_117,"recall, recount"
COMMENDO,15_1,"commit, entrust"
COMMINGO,"78_b_2, 99_10","defile with urine; soil, pollute"
COMMITTO,"55_16, 102_1","bring into contact with; entrust, give up, hand over"
COMMODO/1,10_26,lend
COMMODVM/1,"23_24, 61_63, 68_21, 84_1, 84_1","advantage, benefit"
COMMVNIS,"68_69, 68_89","shared, common, mutual"
COMO/1,"4_11, 29_3",be covered with hair or foliage
COMPAR/1,68_126,"wife, mate"
COMPARO/2,"43_7, 61_65, 61_70, 61_75, 10_15","prepare; acquire, obtain"
COMPELLO/1,64_24,"address, invoke"
COMPERIO,66_2,"find out, ascertain"
COMPLECTOR,"11_18, 64_214, 64_266, 64_307","embrace, surround"
COMPLEXVS,"61_109, 62_21, 62_22, 64_88, 64_118",embrace
COMPONO,"68_98, 68_141","place beside, match, compare"
COMPRECOR,64_191,"pray to, invoke, supplicate"
COMPREHENDO,62_35,"seize, catch"
COMPROBO,61_62,demonstrate the goodness of
CONCEDO/1,"64_27, 64_29, 64_228, 68_131, 114_5","withdraw; grant, hand over"
CONCHYLIVM,64_49,"a mollusk, a shellfish that yields a costly purple dye; purple dye from the mollusk"
CONCILIO,68_130,"unite, join; attract, endear, win over, obtain"
CONCINO,"61_12, 61_123, 65_13",sing together; celebrate in song
CONCIPIO,"64_92, 64_155","take in, catch, conceive, contract (a disease); conceive (a child), produce, be the mother of"
CONCLAMO,42_18,"shout out, shout in unison"
CONCOQVO,"68_139, 23_8","cook down; digest; tolerate, stomach"
CONCORDIA,"64_336, 66_87",harmony
CONCREDO,64_213,entrust
CONCVBINVS,"61_130, 61_132, 61_135, 61_137, 61_140","catamite, male homosexual partner"
CONCVTIO,64_206,cause to vibrate; shake
CONDITVS/3,"64_231, 66_74","put away, preserved"
CONFERO,"64_343, 68_132",compare
CONFESTIM,64_285,immediately
CONFICIO,"68_119, 68_149, 65_1","worn out, exhausted"
CONFITEOR,86_2,admit
CONFVTVO,37_5,have ssexual intercourse with
CONIGER,64_106,"coniferous, e.g., a pine tree"
CONIVGATOR,61_45,"conjoiner, one who joins"
CONIVGIVM,"66_28, 68_84, 68_107, 90_2","marriage, union; spouse"
CONIVNGO,"62_54, 64_10, 64_331, 64_335, 64_372, 91_7",join together; associate
CONIVX,"23_6, 61_32, 61_233, 62_59, 64_123, 64_182, 64_298, 64_329, 64_373, 66_33, 66_80, 68_73, 68_81, 68_139, 78_1","spouse, consort, mate, wife, husband"
CONNVBIVM,"62_27, 62_57, 64_141, 64_158",marriage; pl. a wedding
CONON/N,66_7,"Conon, royal astronmer of Ptolemy III Eurgetes (III cent. B.C.)"
CONOR,"105_1, 116_3","attempt, try"
CONQVEROR,64_164,"complain, lament"
CONSANGVINEA,64_118,"sister, female relative"
CONSCELERO,67_24,"stain with crime, pollute"
CONSCENDO,64_126,climb up
CONSCIVS,65_24,"sharing knowledge; self–conscious; conscious of guilt, guilty"
CONSCRIBILLO,25_11,"scrawl over, cover with scribbling, mark up"
CONSCRIBO,68_2,enroll; write down
CONSECRO,117_1,"to dedicate, devote, offer as sacred, consecrate"
CONSEQVOR,64_294,"come after, follow"
CONSERO/3,64_208,"sow, plant; beset"
CONSERVO,15_5,"save or keep from danger, preserve"
CONSIDEO,37_14,"to take a seat, sit, settle; take up a positio"
CONSILIVM,"64_137, 64_176","deliberation; advice; resolution, purpose"
CONSOLOR,64_182,"comfort, console, solace"
CONSPICIO,"64_86, 64_243, 64_389","catch sight of, lay eyes on"
CONSTANS,"64_209, 64_238, 91_3","steady, resolute, steadfast"
CONSTERNO/2,64_163,"cover, spread"
CONSTITVO,68_72,place in position; set down
CONSTRVO,64_304,pile up
CONSVL,"113_1, 113_2",one of two top magistrates in the Roman republic
CONSVLATVS,52_3,"the office of consul, consulship"
CONSVRGO,"62_1, 62_6","stand up, rise"
CONTEGO,"64_64, 64_334",cover up; shelter
CONTEMNO,60_5,"despicable, contemptible"
CONTENDO,"44_4, 64_101","stretch, strain; contend"
CONTENTVS/1,"68_135, 111_1",satisfied
CONTEXO,64_292,"weave together; arrange, combine"
CONTINENTER,37_6,in an unbroken line
CONTINGO/1,"62_52, 64_408, 66_65","come in contact with; touch, reach"
CONTINVVS,"14_14, 32_8","uninterrupted, in a row, continuous"
CONTORQVEO,64_107,"twist, agitate"
CONTRA/2,"13_9, 62_6, 76_23, 64_101, 116_7","in front, opposite; in return; on the other hand"
CONTRAHO,99_9,"draw in; catch, contract (as a disease)"
CONTREMO,64_205,tremble violently
CONTVBERNALIS,37_1,"tentmate, comrade–in–arms"
CONTVRBO/2,5_11,"mix up, confuse"
CONVELLO,"62_40, 64_40","tug at; plow up, dislodge, uproot"
CONVENIO,"50_3, 57_1, 57_10",meet together; agree
CONVENTVS,64_32,"a coming together, assembly, meeting"
CONVERTO,62_17,turn around; direct
CONVIVA,44_10,"table companion, guest"
CONVIVIVM,47_5,"banquet, dinner party"
CONVOCO,41_6,call together
COPIA,"64_366, 68_33, 68_39, 68_40",abundance; supply; opportunity
COR,"44_3, 44_3, 60_5, 64_54, 64_94, 64_99, 64_124, 64_158, 64_231, 64_294, 81_5, 95_9",heart
CORNELIVS/N,"1_3, 67_35, 102_4",Roman nomen gentile 
CORNIFICIVS/N,38_1,Roman nomen gentile
CORNV,"23_12, 64_111, 64_263",horn
COROLLA,"63_66, 64_283","garland, small wreath (dim. of corona)"
CORONA,"53_1, 66_61","wreath, crown; a circle of bystanders, esp. at a legal proceeding"
CORPVS,"23_12, 62_46, 62_51, 63_17, 64_17, 64_66, 64_81, 64_92, 64_110, 64_189, 64_305, 64_307, 64_355, 64_359, 64_370, 66_32, 66_80, 86_4, 110_8",body
CORRIPIO,110_6,seize hold of
CORTEX,64_106,"bark, cortex"
CORVVS,108_5,raven
CRANNON/N,64_36,a chief town in central Thessaly
CREATRIX,63_50,"mother, creatress"
CREDO,"2_8, 12_6, 12_6, 31_5, 55_16, 64_55, 64_143, 64_245, 65_17, 76_9, 77_1, 84_5, 91_8, 104_1, 106_2",entrust; believe
CREO,"36_11, 64_281","beget, give birth to, produce"
CREPIDA,98_4,a thick–soled sandal of a Greek type
CRESCO,"64_274, 113_3",come into existence; grow
CRETA/N,"64_82, 64_174","Crete, large island south of the Aegean Sea, home of King Minos and Ariadne"
CRETES/N,58_b_1,the Cretans
CRIMEN,53_3,"indictment, charge, accusation"
CRINIS,"64_350, 64_391, 66_47",a lock or braid of hair; hair
CROCINVS,68_134,made of saffron; saffron yellow
CROESVS/N,115_3,"Croesus, sixth century B.C. king of Lydia, famous for his wealth"
CRVDELIS,"62_20, 62_24, 64_76, 64_136, 64_175, 69_9, 77_5","savage, cruel"
CRVOR,68_79,blood (usually that of a wound)
CRVS,"17_3, 54_2",leg
CRVX,99_4,a cross; a stake for impalement
CVBICVLVM,63_67,bedroom
CVBILE,"6_7, 29_7, 61_111, 61_183, 64_163, 66_21, 66_83, 67_23, 68_29","bed, couch"
CVBO,"69_8, 78_4",lie down; go to bed
CVLPA,"11_22, 15_15, 67_10, 67_14, 68_139, 75_1, 91_10","fault, wrongdoing"
CVLTOR,61_2,inhabitant
CVLTRIX,64_300,a female inhabitant; local goddess
CVLVS,"23_19, 33_4, 97_2, 97_4, 97_12, 98_4",anus
CVM/2,"2_2, 2_9, 11_17, 13_3, 23_5, 23_6, 28_4, 40_8, 43_7, 50_13, 61_19, 61_166, 62_12, 62_59, 62_61, 62_65, 64_53, 64_112, 64_252, 64_254, 64_298, 64_301, 64_329, 64_331, 66_77, 67_36, 67_42, 68_22, 68_23, 68_94, 68_95, 69_8, 77_2, 78_4, 79_2, 79_3, 88_1, 91_7, 98_3, 104_4, 106_1, 112_1","prep. w/abl., with; (archaic) by means of"
CVM/3,"86_5, 1_5, 2_5, 4_23, 5_5, 5_10, 5_13, 7_7, 8_4, 8_14, 13_13, 17_14, 22_9, 22_16, 25_5, 31_8, 39_3, 39_5, 44_21, 53_2, 59_4, 62_43, 62_46, 62_57, 64_4, 64_80, 64_101, 64_212, 64_237, 64_243, 64_305, 64_344, 64_350, 64_363, 64_388, 64_392, 66_23, 66_27, 66_45, 66_45, 66_47, 66_52, 66_89, 67_4, 68_8, 68_16, 68_32, 68_37, 68_53, 68_59, 68_62, 68_75, 68_121, 76_2, 80_3, 80_3, 84_4, 84_10, 95_3, 100_7","rel. when; cum … tum: not only, but also"
CVNCTVS,"63_82, 64_92, 64_142, 64_208, 66_33","the whole of, all"
CVNICVLOSVS,37_18,abounding in rabbits
CVNICVLVS,25_1,rabbit
CVNNVS,97_8,"vulva, the female pudenda (cf. Eng. cunt)"
CVPIDE,"63_2, 64_267",eagerly
CVPIDO/N,"3_1, 13_12, 36_3, 68_133","desire; object of desire (as term of affection); Cupid or Eros, companion of Venus/Aphrodite, personification of sexual desire"
CVPIDVS,"61_32, 61_54, 64_86, 64_147, 64_374, 64_398, 70_3, 107_1, 107_4, 107_5","desirous, eager"
CVPIO,"15_3, 17_1, 21_4, 50_12, 61_204, 61_204, 63_56, 63_80, 64_101, 64_145, 64_260, 98_6","want, desire"
CVPRESSVS,64_291,the cypress tree
CVR/1,"6_13, 10_11, 14_5, 33_5, 69_10, 76_10, 115_3",why
CVRA,"2_10, 31_7, 41_5, 62_16, 64_62, 64_72, 64_95, 64_250, 65_1, 66_23, 68_18, 68_51","care, concern, anxiety"
CVRIOSVS,7_11,"excessively careful, meddlesome; as subst., a busybody"
CVRO,"64_69, 64_148","watch over, care for, care about"
CVRRO,"14_18, 64_327, 64_327, 64_333, 64_333, 64_337, 64_337, 64_342, 64_342, 64_347, 64_347, 64_352, 64_352, 64_356, 64_356, 64_361, 64_361, 64_365, 64_365, 64_371, 64_371, 64_375, 64_375, 64_378, 64_378, 64_381, 64_381",run
CVRRVS,64_9,"chariot; poet., ship"
CVRSVS,"34_17, 58_b_6, 64_11, 64_340, 66_93",the action of running; a ace; trave; course
CVRVLIS,52_2,of high state office
CVRVVS,"63_22, 64_39, 64_74","bent, curving"
CVSPIS,64_256,sharp point or tip; spear; pointed stick
CVSTODIA,62_33,"protection, safekeeping, watch"
CVSTODIO,64_319,"keep safe, hold"
CVSTOS,58_b_1,"guardian, watchman"
CYBELE/N,"63_9, 63_12, 63_20, 63_35, 63_68, 63_76, 63_84, 63_91","Phrygian goddess of nature, known also in Rome as the Magna Mater"
CYCLADES/N,4_7,"an island of the Cyclades; pl. the Cyclades, islands in the Aegean surrounding Delos"
CYCNEVS,67_32,"of Cycnus, mythical king of Liguria who was changed into a swan"
CYLLENIVS/A,68_109,"of or near Mt. Cyllene, in Arcadia; an epithet of Pheneus"
CYMBALVM,"63_21, 63_29",cymbal
CYRENAE/N,7_4,"Cyrene, a town in northwest Lybia; the province of Cyrene"
CYTORIVS/N,4_11,"of Cytorus, a mountain in Paphlagonia east of Amastris, part of the coastal ridge along the southern shore of the Black Sea"
CYTORVS/N,4_13,"a mountain in Paphlagonia east of Amastris, part of the coastal ridge along the southern shore of the Black Sea"
DAPS,"64_79, 64_304",a sacrifical meal; any feast or meal; food
DARDANIVS/A,64_367,"of Dardanus, an ancestor of Priam; Trojan"
DAVLIAS/N,65_14,"the Dalian [bird], i.e., Philomela, from Daulis in Phocis, a few miles east of Delphi"
DE,"17_8, 17_23, 37_17, 47_6, 59_3, 63_44, 64_398, 66_14, 66_39, 67_35, 68_25, 68_28, 68_59, 73_1, 92_2","prep. with abl., away from down from, off,; of, out from, from, immediately after; [diem] de die: day after day; about, concerning"
DEA,"28_14, 34_17, 50_21, 61_23, 63_3, 63_20, 63_43, 63_91, 63_91, 63_91, 64_201, 66_9, 68_17, 68_41",goddess
DEBEO,82_1,owe
DECEDO/1,64_268,"go away, leave; make way for"
DECEM,"22_4, 41_2, 103_1",ten
DECERPO,"64_315, 68_127","pluck off, snatch"
DECET,"10_24, 16_5, 61_212, 62_18, 63_26",be suitable or fitting
DECIES,23_20,10 times
DECLARO,64_34,"make known, declare, tell"
DECLINO,64_91,"lower, decline"
DECOCTOR,"41_4, 43_5","a bankrupt person, insolvent debtor"
DECORO,64_265,"embellish, adorn"
DECVRRO,64_6,run down; travel over
DECVRSVS,65_23,"descent, downward fall"
DECVS,"63_64, 64_78, 64_323",glory; the best of anything
DEDICO/1,"4_26, 117_1","dedicate, consecrate"
DEDO,"61_102, 61_58, 64_374, 66_84","give up, deliver, hand over; reflexive, devote oneself to"
DEDVCO,"64_312, 68_143, 75_1",lead or bring down
DEFENDO,64_229,ward off; defend
DEFERO,"10_27, 68_40, 68_108","carry, bring, fetch; carry off or away, take"
DEFESSVS,"50_14, 58_b_8","exhausted, tired out"
DEFLECTO,62_51,bend downwards
DEFLORESCO,62_43,shed petals
DEFRICO,"37_20, 39_19",rub thoroughly; scour
DEFVTVO,41_1,exhausted by sexual intercourse
DEGO,68_104,"spend (one's time, leisure, etc.)"
DEINDE,"5_7, 5_8, 5_8, 5_9, 5_9, 5_10, 103_2","abbr. of deinde, afterwards, then, next"
DELABOR/2,64_66,"fall, slip down"
DELECTO,103_3,"lure, entice; delight, amuse"
DELICATVS/2,"17_15, 50_3","given to luxury or pleasure; pampered; frisky, wanton, frivolous; elegant"
DELICIA/1,"2_1, 3_4, 6_1, 32_2, 45_24, 68_26, 69_4, 74_2","pleasure; pl. pet, darling"
DELIVS/A,34_7,"Delian; of the island of Delis, birthplace of Apollo and Artemis/Diana"
DELPHI/N,64_392,"place in Phocis, Greece, sacred to Apollo and Dionysus; metonymy, the people of Delphi"
DEMANO,51_10,run or drip down
DEMENS,63_89,"out of one's mind, maddened, crazy"
DEMETO/2,64_354,"mow, reap, harvest"
DEMITTO,88_8,drop; lower
DEMO,"68_146, 99_6","remove, take away"
DEMONSTRO,55_2,show
DENIQVE,"16_7, 64_118, 64_362, 95_1",finally
DENS,"23_4, 37_20, 39_1, 39_14, 39_19, 39_20, 64_48, 64_315, 97_5, 97_5",tooth
DENSVS,"48_5, 64_353, 65_13, 68_60","dense, closely packed"
DENTATVS,39_12,"well provided with teeth, toothy"
DEPERDITVS,64_119,"lost, ruined"
DEPEREO/1,"35_12, 100_2","perish; (hyperbolic) love to death, love to distraction"
DEPONO,"34_8, 64_234, 76_13, 76_25","put down, lay down (in birth), put away"
DEPRECOR,"44_18, 92_3","try to avert by prayer, beg off, entreat relief from; execrate"
DEPREHENDO,"25_13, 56_5","seize, catch"
DERELINQVO,17_25,leave behind
DERIDEO,68_123,"laughable, ridiculous"
DESERO/2,"30_5, 61_129, 64_35, 64_42, 64_57, 66_21, 67_8, 68_6, 68_29, 68_50, 68_102","forsake, leave"
DESERTVS,"64_133, 64_187","deserted, solitary, lonely"
DESIDERIVM,"2_5, 96_3","desire (esp. for someone absent), longing; an object of desire, darling"
DESIDERO,"31_10, 68_79","long for, desire; need"
DESINO,"8_1, 21_12, 23_27, 36_5, 61_86, 69_10, 73_1, 76_12, 89_4, 103_3","cease, leave off, stop"
DESISTO,"64_400, 75_4","cease, desist"
DESPICIO,64_20,"look down on, scorn"
DESPONDEO,62_27,"promise, betroth, pledge"
DESPVO,50_19,"spit down on the ground (to avert some evil); avert by spitting, spurn, reject"
DESTINATVS,8_19,"stubborn, obstinate"
DESVM/1,"64_151, 114_5",be wanting or lacking; fail
DETERIOR,68_114,worse
DETINEO,68_100,"detain, hold"
DEVELLO,63_5,to pluck out
DEVINCIO,64_122,"tie fast, bind"
DEVOCO,66_6,"call down, summon"
DEVOLVO,59_4,roll something down from
DEVORO,"3_14, 29_22","eat up, devour"
DEVOTVS,"64_135, 66_62",accursed; vowed as an offering
DEVS,"4_22, 13_2, 13_13, 14_6, 14_12, 28_14, 30_11, 36_7, 40_3, 51_1, 53_5, 61_46, 61_64, 61_69, 61_74, 63_68, 63_75, 64_23, 64_406, 66_31, 66_63, 76_12, 76_17, 76_26, 97_1, 109_3",god
DEXTERA,"4_19, 33_3, 45_9, 45_18, 64_230, 64_312, 68_143",the right hand
DIA/N,"64_52, 64_121","an Aegean island, usu. identified with Naxos"
DIANA/N,"34_1, 34_3","Roman goddess identified with Artemis, nature, and the moon"
DICAX,22_2,"well–spoken, quick with repartee"
DICO/1,"58_b_7, 64_227","indicate, show; assign, bestow"
DICO/2,"4_16, 6_3, 6_16, 8_17, 10_15, 10_28, 15_6, 16_10, 30_6, 34_14, 34_16, 35_2, 45_8, 45_17, 55_15, 61_39, 61_141, 62_4, 62_18, 64_2, 64_130, 67_3, 67_7, 67_10, 67_11, 67_15, 67_18, 67_24, 67_31, 67_37, 67_43, 67_43, 67_45, 68_9, 68_45, 68_45, 68_126, 70_1, 70_3, 70_3, 72_1, 74_2, 76_7, 76_8, 80_1, 83_1, 84_1, 84_2, 84_4, 84_6, 87_1, 92_1, 94_2, 98_1, 98_2, 100_3, 107_8, 109_4","talk; say, declare; sing, recite; name, call"
DICTVM,"11_16, 30_9, 64_148, 65_17, 66_73","anything said; word, saying"
DIES,"13_2, 14_14, 14_15, 38_3, 47_6, 50_1, 61_11, 61_38, 61_89, 61_94, 61_109, 61_118, 61_119, 61_199, 64_388, 68_148, 68_152, 80_4",day
DIFFICILIS,"76_13, 76_14",not easy
DIFFINDO,97_7,split
DIFFVNDO/2,64_358,"diffuse, spread out"
DIFFVTVO,29_13,subjected to widespread sexual demands; dissipated by sex; sexually overworked
DIGITVS,"2_3, 23_23, 43_3, 63_10, 64_313",finger
DIGNOR,64_407,"consider worthy; deign, see fit"
DIGNVS,"56_2, 66_41, 68_131","appropriate, worthy"
DIGREDIOR,64_116,go off; digress
DILACERO,64_152,tear to pieces
DILIGENTER,17_16,comp. more carefully
