TITLE,PRINCIPAL_PARTS,PRINCIPAL_PARTS_NO_DIACRITICALS,SIMPLE_LEMMA,SHORT_DEFINITION,LONG_DEFINITION,PART_OF_SPEECH,LOGEION_LINK,ROW_FILTERS,CONJUNCTION,DECLENSION,PROPER,REGULAR,STOPWORD
ΑΓΛΑΟΚΑΡΠΟΣ,ἀγλαόκαρπος –ον,αγλαοκαρπος –ον,αγλαοκαρπος,bearing beautiful,bearing beautiful,Adjective,http://logeion.uchicago.edu/index.html#ἀγλαόκαρπος,,,1,,,
ΑΓΛΑΟΣ,ἀγλαός –ή –όν,αγλαος –η –ον,αγλαος,"splendid, shining, bright","splendid, shining, bright, beautiful",Adjective,http://logeion.uchicago.edu/index.html#ἀγλαός,,,1,,,
ΑΓΛΑΟΤΡΙΑΙΝΗΣ,ἀγλαοτριαίνης ὁ,αγλαοτριαινης,αγλαοτριαινης,god of the bright trident,god of the bright trident,Noun,http://logeion.uchicago.edu/index.html#ἀγλαοτριαίνης,,,2,,,
ΑΓΛΑΩΨ,ἀγλαώψ –ῶπος,αγλαωψ –ωπος,αγλαωψ,"bright-eyed, beaming","bright-eyed, beaming",Adjective,http://logeion.uchicago.edu/index.html#ἀγλαώψ,,,3,,,
ΑΓΝΑΜΠΤΟΣ,ἄγναμπτος –ον,αγναμπτος -ον,αγναμπτος,"unbending, inflexible","unbending, inflexible",Adjective,http://logeion.uchicago.edu/index.html#ἄγναμπτος,,,1,,,
ΑΓΝΕΙΑ,ἁγνεία –ας ἡ,αγνεια –ας η,αγνεια,"purity, chastity","purity, chastity",Noun,http://logeion.uchicago.edu/index.html#ἁγνεία,,,1,,,
ΑΓΝΕΥΩ,ἁγνεύω pf. ἥγνευκα,αγνευω pf. ηγνευκα,αγνευω,"to consider as part of purity, make it a point of religion","to consider as part of purity, make it a point of religion",Verb,http://logeion.uchicago.edu/index.html#ἁγνεύω,,,,,,
ΑΓΝΙΖΩ,ἁγνίζω ἁγνιῶ ἥγνισα ἥγνικα ἥγνισμαι ἡγνίσθην,αγνιζω αγνιω ηγνισα ηγνικα ηγνισμαι ηγνισθην,αγνιζω,to cleanse away,to cleanse away,Verb,http://logeion.uchicago.edu/index.html#ἁγνίζω,,,,,,
ΑΓΝΟΕΩ,ἀγνοέω ἀγνοήσω ἠγνόησα ἠγνόηκα ἠγνόημαι ἠγνοήθην,αγνοεω αγνοησω ηγνοησα ηγνοηκα ηγνοημαι ηγνοηθην,αγνοεω,"not perceive, be ignorant","not to perceive, be ignorant of",Verb,http://logeion.uchicago.edu/index.html#ἀγνοέω,,,,,,
ΑΓΝΟΙΑ,ἄγνοια ἡ,αγνοια,αγνοια,"want of perception, ignorance","want of perception, ignorance",Noun,http://logeion.uchicago.edu/index.html#ἄγνοια,,,1,,,
ΑΓΝΟΡΥΤΟΣ,ἁγνόρυτος –ον,αγνορυτος -ον,αγνορυτος,pure-flowing,pure-flowing,Adjective,http://logeion.uchicago.edu/index.html#ἁγνόρυτος,,,1,,,
ΑΓΝΟΣ,ἄγνος ἡ (Att. ὁ),αγνος,αγνος,a willow-like tree,a willow-like tree,Noun,http://logeion.uchicago.edu/index.html#ἄγνος,,,1,,,
ΑΓΝΟΣ/2,ἁγνός –ή –όν,αγνος –η –ον,αγνος,full of religious awe,full of religious awe,Adjective,http://logeion.uchicago.edu/index.html#ἁγνός,,,1,,,
ΑΓΝΥΜΙ,ἀγνύω/ἄγνυμι ἄξω ἔαξα ἔαγα,αγνύω/αγνυμι αξω εαξα εαγα,αγνύω,"to break, shiver","to break, shiver",Verb,http://logeion.uchicago.edu/index.html#ἄγνυμι,,,,,,
ΑΓΝΩΝ,Ἅγνων –ωνος ὁ,Αγνων,Αγνων,Hagnon,Hagnon,Noun,http://logeion.uchicago.edu/index.html#Ἅγνων,,,3,T,,
ΑΓΝΩΣ,ἀγνώς –ῶτος,αγνως –ωτος,αγνως,"unknown, ignorant","unknown, ignorant",Adjective,http://logeion.uchicago.edu/index.html#ἀγνώς,,,3,,,
ΑΓΝΩΣΤΟΣ,ἄγνωστος –ον,αγνωστος –ον,αγνωστος,unknown,unknown,Adjective,http://logeion.uchicago.edu/index.html#ἄγνωστος,,,1,,,
ΑΓΟΝΟΣ,ἄγονος –ον,αγονος –ον,αγονος,unborn,unborn,Adjective,http://logeion.uchicago.edu/index.html#ἄγονος,,,1,,,
ΑΓΟΡΑ,ἀγορά –ᾶς ἡ,αγορα –ας η,αγορα,market place,an assembly of the people,Noun,http://logeion.uchicago.edu/index.html#ἀγορά,,,1,,,
ΑΓΟΡΑΖΩ,ἀγοράζω ἀγοράσω ἠγόρασα ἠγόρακα ἠγόρασμαι ἠγοράσθην,αγοραζω αγορασω ηγορασα ηγορακα ηγορασμαι ηγορασθην,αγοραζω,to be in the ἀγορά,"to be in the ἀγορά; to buy; to trade goods; to redeem, ransom",Verb,http://logeion.uchicago.edu/index.html#ἀγοράζω,,,,,,
ΑΓΟΡΑΙΟΣ,ἀγοραῖος –ον,αγοραιος –ον,αγοραιος,"in, of the market","in, of the market",Adjective,http://logeion.uchicago.edu/index.html#ἀγοραῖος,,,1,,,
ΑΓΟΡΑΝΟΜΕΩ,ἀγορανομέω,αγορανομεω,αγορανομεω,to be clerk of the market,to be clerk of the market,Verb,http://logeion.uchicago.edu/index.html#ἀγορανομέω,,,,,,
ΑΓΟΡΑΟΜΑΙ,ἀγοράομαι ἀγορήσομαι ἀγορησάμην,αγοραομαι αγορησομαι αγορησαμην,αγοραομαι,"to meet in assembly, sit in debate","to meet in assembly, sit in debate",Verb,http://logeion.uchicago.edu/index.html#ἀγοράομαι,,,,,,
ΑΓΟΡΕΥΩ,ἀγορεύω ἀγορεύσω ἠγόρευσα ἠγόρευκα ἠγόρευμαι ἠγορεύθην,αγορευω αγορευσω ηγορευσα ηγορευκα ηγορευμαι ηγορευθην,αγορευω,"harangue, speak","to speak in the assembly, harangue, speak",Verb,http://logeion.uchicago.edu/index.html#ἀγορεύω,,,,,,
ΑΓΟΡΗΘΕΝ,ἀγορῆθεν,αγορηθεν,αγορηθεν,from the Assembly,from the Assembly,Adverb,http://logeion.uchicago.edu/index.html#ἀγορῆθεν,,,,,,
ΑΓΟΡΗΝΔΕ,ἀγορήνδε,αγορηνδε,αγορηνδε,to the Assembly,to the Assembly,Adverb,http://logeion.uchicago.edu/index.html#ἀγορήνδε,,,,,,
ΑΓΟΡΗΤΗΣ,ἀγορητής –οῦ ὁ,αγορητης –ου ο,αγορητης,"a speaker, orator","a speaker, orator",Noun,http://logeion.uchicago.edu/index.html#ἀγορητής,,,1,,,
ΑΓΟΡΗΤΥΣ,ἀγορητύς –ύος ἡ,αγορητυς –υος η,αγορητυς,"the gift of speaking, eloquence","the gift of speaking, eloquence",Noun,http://logeion.uchicago.edu/index.html#ἀγορητύς,,,3,,,
ΑΓΟΣ,ἀγός –οῦ ὁ,αγος –ου ο,αγος,"a leader, chief","a leader, chief",Noun,http://logeion.uchicago.edu/index.html#ἀγός,,,2,,,
ΑΓΟΣ/2,ἄγος –ους τό,αγος –ους το,αγος,"pollution, expiation","pollution, expiation",Noun,http://logeion.uchicago.edu/index.html#ἄγος,,,3,,,
ΑΓΟΣΤΟΣ,ἀγοστός –οῦ ὁ,αγοστος –ου ο,αγοστος,the flat of the hand,the flat of the hand,Noun,http://logeion.uchicago.edu/index.html#ἀγοστός,,,2,,,
ΑΓΡΑ,ἄγρα –ας ἡ,αγρα –ας η,αγρα,hunt; hunting,"a catching, hunting",Noun,http://logeion.uchicago.edu/index.html#ἄγρα,,,1,,,
ΑΓΡΑΠΤΟΣ,ἄγραπτος –ον,αγραπτος –ον,αγραπτος,unwritten,unwritten,Adjective,http://logeion.uchicago.edu/index.html#ἄγραπτος,,,1,,,
ΑΓΡΑΥΛΟΣ,ἄγραυλος –ον,αγραυλος –ον,αγραυλος,dwelling in the field,dwelling in the field,Adjective,http://logeion.uchicago.edu/index.html#ἄγραυλος,,,1,,,
ΑΓΡΑΦΟΣ,ἄγραφος –ον,αγραφος,αγραφος,unwritten,unwritten,Adjective,http://logeion.uchicago.edu/index.html#ἄγραφος,,,1,,,
ΑΓΡΕΥΩ,ἀγρεύω ἀγρεύσω ἤγρευσα ––– –––  ἠγρεύθην,αγρευω αγρευσω ηγρευσα ––– –––  ηγρευθην,αγρευω,to take by hunting,to take by hunting,Verb,http://logeion.uchicago.edu/index.html#ἀγρεύω,,,,,,
ΑΓΡΕΩ,ἀγρέω/αἱρέω αἱρήσω εἷλον ᾕρηκα ᾕρημαι ᾑρέθην,αγρεω/αιρεω αιρήσω ειλον ῌρηκα ῌρημαι ῌρέθην,αγρεω,"to capture, seize","to capture, seize",Verb,http://logeion.uchicago.edu/index.html#ἀγρέω,,,,,,
ΑΓΡΙΟΣ,ἄγριος –α –ον,αγριος –α –ον,αγριος,savage; wild; fierce,"(living in the fields) wild, savage, harsh",Adjective,http://logeion.uchicago.edu/index.html#ἄγριος,,,1,,,
ΑΓΡΙΟΣ/2,Ἄγριος –ου ὁ,Αγριος –ου ο,Αγριος,Agrios (name),Agrios (name),Noun,http://logeion.uchicago.edu/index.html#Ἄγριος,,,2,T,,
ΑΓΡΙΟΦΩΝΟΣ,ἀγριόφωνος –ον,αγριοφωνος –ον,αγριοφωνος,with wild rough voice,with wild rough voice,Adjective,http://logeion.uchicago.edu/index.html#ἀγριόφωνος,,,1,,,
ΑΓΡΟΘΕΝ,ἀγρόθεν,αγροθεν,αγροθεν,from the country,from the country,Adverb,http://logeion.uchicago.edu/index.html#ἀγρόθεν,,,,,,
ΑΓΡΟΙΩΤΗΣ,ἀγροιώτης –ου ὁ,αγροιωτης –ου ο,αγροιωτης,a countryman,a countryman,Noun,http://logeion.uchicago.edu/index.html#ἀγροιώτης,,,1,,,
ΑΓΡΟΝΔΕ,ἀγρόνδε,αγρονδε,αγρονδε,to the country,to the country,Adverb,http://logeion.uchicago.edu/index.html#ἀγρόνδε,,,,,,
ΑΓΡΟΝΟΜΟΣ,ἀγρονόμος –ον,αγρονομος –ον,αγρονομος,haunting the country,haunting the country,Adjective,http://logeion.uchicago.edu/index.html#ἀγρονόμος,,,1,,,
ΑΓΡΟΝΟΜΟΣ/2,ἀγρόνομος –ον,αγρονομος –ον,αγρονομος,affording open pasturage,affording open pasturage,Adjective,http://logeion.uchicago.edu/index.html#ἀγρόνομος,,,1,,,
ΑΓΡΟΣ,ἀγρός –οῦ ὁ,αγρος –ου ο,αγρος,"field, arable land","fields, lands",Noun,http://logeion.uchicago.edu/index.html#ἀγρός,,,2,,,
ΑΓΡΟΤΕΡΟΣ,ἀγρότερος –α –ον,αγροτερος –α –ον,αγροτερος,wild,wild,Adjective,http://logeion.uchicago.edu/index.html#ἀγρότερος,,,1,,,
ΑΓΡΟΤΗΣ,ἀγρότης –ου ὁ,αγροτης –ου ο,αγροτης,"a country-man, rustic","a country-man, rustic",Noun,http://logeion.uchicago.edu/index.html#ἀγρότης,,,1,,,
ΑΓΡΥΠΝΟΣ,ἄγρυπνος –ον,αγρυπνος -ον,αγρυπνος,hunting after sleep,hunting after sleep,Adjective,http://logeion.uchicago.edu/index.html#ἄγρυπνος,,,1,,,
ΑΓΡΩΝ,Ἄγρων –ωνος ὁ,Αγρων –ωνος ο,Αγρων,Agron,Agron,Noun,http://logeion.uchicago.edu/index.html#Ἄγρων,,,3,T,,
ΑΓΡΩΣΣΩ,ἀγρώσσω/ἀγρεύω ἀγρεύσω ἤγρευσα – – ἠγρεύθην,αγρωσσω/αγρευω αγρεύσω ηγρευσα – – ηγρεύθην,αγρωσσω,to catch,to catch,Verb,http://logeion.uchicago.edu/index.html#ἀγρώσσω,,,,,,
ΑΓΡΩΣΤΙΣ,ἄγρωστις –ιδος ἡ,αγρωστις –ιδος η,αγρωστις,a grass that mules fed on,a grass that mules fed on,Noun,http://logeion.uchicago.edu/index.html#ἄγρωστις,,,3,,,
ΑΓΥΙΑ,ἄγυια –ᾶς ἡ,αγυια –ας η,αγυια,"street, highway","street, highway",Noun,http://logeion.uchicago.edu/index.html#ἄγυια,,,1,,,
ΑΓΥΛΛΑΙΟΣ,Ἀγυλλαῖοι οἱ,Αγυλλαιοι οι,Αγυλλαιοι,"of Agylla (later Caere, Cerveteri)","of Agylla (later Caere, Cerveteri)",Adjective,http://logeion.uchicago.edu/index.html#Ἀγυλλαῖοι,,,1,T,,
ΑΓΥΡΙΣ,ἄγυρις –ιος ἡ,αγυρις –ιος η,αγυρις,"a gathering, crowd","a gathering, crowd",Noun,http://logeion.uchicago.edu/index.html#ἄγυρις,,,3,,,
ΑΓΥΡΤΑΖΩ,ἀγυρτάζω – – – – –,αγυρταζω – – – – –,αγυρταζω,to collect by begging,to collect by begging,Verb,http://logeion.uchicago.edu/index.html#ἀγυρτάζω,,,,,,
ΑΓΥΡΤΗΣ,ἀγύρτης –ου ὁ,αγυρτης –ου ο,αγυρτης,a collector,a collector,Noun,http://logeion.uchicago.edu/index.html#ἀγύρτης,,,1,,,
ΑΓΧΕΜΑΧΟΣ,ἀγχέμαχος –ον,αγχεμαχος –ον,αγχεμαχος,fighting hand to hand,fighting hand to hand,Adjective,http://logeion.uchicago.edu/index.html#ἀγχέμαχος,,,1,,,
ΑΓΧΙ,ἄγχι,αγχι,αγχι,near,"near, nigh, close by",Preposition  Adverb,http://logeion.uchicago.edu/index.html#ἄγχι,,,,,,
ΑΓΧΙΑΛΟΣ,ἀγχίαλος –ον,αγχιαλος –ον,αγχιαλος,near the sea,near the sea,Adjective,http://logeion.uchicago.edu/index.html#ἀγχίαλος,,,1,,,
ΑΓΧΙΑΛΟΣ/2,Ἀγχίαλος –ου ὁ,Αγχιαλος –ου ο,Αγχιαλος,"Anchialus, a Greek, slain by Hector;  father of Mentes, and ruler of the Taphians; or, a noble Phaeacian",Anchialus,Noun,http://logeion.uchicago.edu/index.html#Ἀγχίαλος,,,2,T,,
ΑΓΧΙΒΑΘΗΣ,ἀγχιβαθής –ές,αγχιβαθης –ες,αγχιβαθης,deep near shore,deep near shore,Adjective,http://logeion.uchicago.edu/index.html#ἀγχιβαθής,,,3,,,
ΑΓΧΙΘΕΟΣ,ἀγχίθεος –ον,αγχιθεος –ον,αγχιθεος,near the gods,near the gods,Adjective,http://logeion.uchicago.edu/index.html#ἀγχίθεος,,,1,,,
ΑΓΧΙΜΟΛΟΣ,ἀγχίμολος –ον,αγχιμολος –ον,αγχιμολος,coming near,coming near,Adjective,http://logeion.uchicago.edu/index.html#ἀγχίμολος,,,1,,,
ΑΓΧΙΝΟΟΣ,ἀγχίνοος –ον,αγχινοος –ον,αγχινοος,"ready of wit, sagacious, shrewd","ready of wit, sagacious, shrewd",Adjective,http://logeion.uchicago.edu/index.html#ἀγχίνοος,,,1,,,
ΑΓΧΙΠΤΟΛΙΣ,ἀγχίπτολις –ιδος/–εως,αγχιπτολις –ιδος/–εως,αγχιπτολις,"near the city, dwelling hard by","near the city, dwelling hard by",Adjective,http://logeion.uchicago.edu/index.html#ἀγχίπτολις,,,3,,,
ΑΓΧΙΣΗΣ,Ἀγχίσης –ου ὁ,Αγχισης –ου ο,Αγχισης,Anchises,Anchises,Noun,http://logeion.uchicago.edu/index.html#Ἀγχίσης,,,1,T,,
ΑΓΧΙΣΙΑΔΗΣ,Ἀγχισιάδης –ου ὁ,Αγχισιαδης –ου ο,Αγχισιαδης,son of Anchises,son of Anchises,Noun,http://logeion.uchicago.edu/index.html#Ἀγχισιάδης,,,1,T,,
ΑΓΧΙΣΤΕΙΑ,ἀγχιστεία –ας ἡ,αγχιστεια –ας η,αγχιστεια,nearness of kin,nearness of kin,Noun,http://logeion.uchicago.edu/index.html#ἀγχιστεία,,,1,,,
ΑΓΧΙΣΤΕΙΑ/2,ἀγχιστεῖα τά,αγχιστεια τα,αγχιστεια,nearness of kin,nearness of kin,Noun,http://logeion.uchicago.edu/index.html#ἀγχιστ,,,2,,,
ΑΓΧΙΣΤΙΝΟΣ,ἀγχιστῖνος –η –ον,αγχιστινος –η –ον,αγχιστινος,"close together, crowded, in heaps","close together, crowded, in heaps",Adjective,http://logeion.uchicago.edu/index.html#ἀγχιστῖνος,,,1,,,
ΑΓΧΙΣΤΟΣ,ἄγχιστος –η –ον,αγχιστος –η –ον,αγχιστος,nearest,nearest,Adjective,http://logeion.uchicago.edu/index.html#ἄγχιστος,,,1,,,
ΑΓΧΟΘΙ,ἀγχόθι,αγχοθι,αγχοθι,near,near,Adverb,http://logeion.uchicago.edu/index.html#ἀγχόθι,,,,,,
ΑΓΧΟΝΗ,ἀγχόνη –ης ἡ,αγχονη –ης η,αγχονη,"a throttling, strangling, hanging","a throttling, strangling, hanging",Noun,http://logeion.uchicago.edu/index.html#ἀγχόνη,,,1,,,
ΑΓΧΟΥ,ἀγχοῦ,αγχου,αγχου,"near, nigh","near, nigh",Adverb,http://logeion.uchicago.edu/index.html#ἀγχοῦ,,,,,,
ΑΓΧΩ,ἄγχω ἄγξω ἦγξα – – ἤχθην,αγχω αγξω ηγξα – – ηχθην,αγχω,"to compress, press tight","to compress, press tight",Verb,http://logeion.uchicago.edu/index.html#ἄγχω,,,,,,
ΑΓΩ,ἄγω ἄξω ἤγαγον ἦχα ἦγμαι ἤχθην,αγω αξω ηγαγον ηχα ηγμαι ηχθην,αγω,"do, drive, go",to lead,Verb,http://logeion.uchicago.edu/index.html#ἄγω,,,,,,
ΑΓΩΝ,ἀγών ἀγῶνος ὁ,αγων αγωνος ο,αγων,"struggle, contest","a gathering; a contest, a struggle, a trial",Noun,http://logeion.uchicago.edu/index.html#ἀγών,,,3,,,
ΑΓΩΝΑ-ΕΧΕΙΝ,ἀγῶνα–ἔχειν,αγωνα–εχειν,αγωνα–εχειν,hold a contest,hold a contest,Idiom,http://logeion.uchicago.edu/index.html#ἀγῶνα,,,,,,
ΑΓΩΝΑΡΧΗΣ,ἀγωνάρχης –ου ὁ,αγωναρχης –ου ο,αγωναρχης,judge of a contest,judge of a contest,Noun,http://logeion.uchicago.edu/index.html#ἀγωνάρχης,,,1,,,
ΑΓΩΝΙΖΟΜΑΙ,ἀγωνίζομαι ἀγωνισιοῦμαι ἠγωνισάμην ––– ἠγώνισμαι ἠγωνίσθην,αγωνιζομαι αγωνισιουμαι ηγωνισαμην ––– ηγωνισμαι ηγωνισθην,αγωνιζομαι,"fight, struggle",to contend for a prize,Verb,http://logeion.uchicago.edu/index.html#ἀγωνίζομαι,,,,,,
ΑΓΩΝΙΟΣ,ἀγώνιος –ον,αγωνιος –ον,αγωνιος,of the contest,of the contest,Noun,http://logeion.uchicago.edu/index.html#ἀγώνιος,,,1,,,
ΑΓΩΝΙΣΜΑ,ἀγώνισμα –ματος τό,αγωνισμα –ματος το,αγωνισμα,a contest,a contest,Noun,http://logeion.uchicago.edu/index.html#ἀγώνισμα,,,3,,,
ΑΔΑΗΜΟΝΙΑ,ἀδαημονία –ας ἡ,αδαημονια –ας η,αδαημονια,ignorance,ignorance,Noun,http://logeion.uchicago.edu/index.html#ἀδαημονία,,,1,,,
ΑΔΑΗΜΩΝ/2,ἀδαήμων –ον,αδαημων –ον,αδαημων,"unknowing, ignorant of","unknowing, ignorant of",Adjective,http://logeion.uchicago.edu/index.html#ἀδαήμων,,,3,,,
ΑΔΑΚΡΥΤΟΣ,ἀδάκρυτος –ον,αδακρυτος –ον,αδακρυτος,without tears,without tears,Adjective,http://logeion.uchicago.edu/index.html#ἀδάκρυτος,,,1,,,
ΑΔΑΜΑΝΤΙΝΟΣ,ἀδαμάντινος –η –ον,αδαμαντινος -η -ον,αδαμαντινος,adamantine,adamantine,Adjective,http://logeion.uchicago.edu/index.html#ἀδαμάντινος,,,1,,,
ΑΔΑΜΑΝΤΟΔΕΤΟΣ,ἀδαμαντόδετος –ον,αδαμαντοδετος -ον,αδαμαντοδετος,iron-bound,iron-bound,Adjective,http://logeion.uchicago.edu/index.html#ἀδαμαντόδετος,,,1,,,
ΑΔΑΜΑΣ,ἀδάμας –αντος,αδαμας,αδαμας,"the untamed, unconquerable","the untamed, unconquerable",Adjective,http://logeion.uchicago.edu/index.html#ἀδάμας,,,3,,,
ΑΔΑΜΑΣ/2,Ἀδάμας –αντος ὁ,Αδαμας –αντος ο,Αδαμας,Adamas,Adamas,Noun,http://logeion.uchicago.edu/index.html#Ἀδάμας,,,3,T,,
ΑΔΑΜΑΣΤΟΣ,ἀδάμαστος –ον,αδαμαστος –ον,αδαμαστος,inflexible,inflexible,Adjective,http://logeion.uchicago.edu/index.html#ἀδάμαστος,,,1,,,
ΑΔΑΜΑΤΟΣ,ἀδάματος –ον,αδαματος –ον,αδαματος,unconquered,unconquered,Adjective,http://logeion.uchicago.edu/index.html#ἀδάματος,,,1,,,
ΑΔΑΣΤΟΣ,ἄδαστος –ον,αδαστος –ον,αδαστος,undivided,undivided,Adjective,http://logeion.uchicago.edu/index.html#ἄδαστος,,,1,,,
ΑΔΕΗΣ,ἀδεής –ές,αδεης –ες,αδεης,"without fear, fearless; causing no fear","without fear, fearless; causing no fear",Adjective,http://logeion.uchicago.edu/index.html#ἀδεής,,,3,,,
ΑΔΕΙΑ,ἄδεια –ας ἡ,αδεια –ας η,αδεια,"lack of fear, security; permission","lack of fear, security, impunity; permission, authorization, license",Noun,http://logeion.uchicago.edu/index.html#ἄδεια,,,1,,,
